,pred_summary_score,my_pred_summary_score
258,"(0.9914236706689538, 0.9741824440619622)","[0.9921259842519685, 1.0, 0.9984152139461173]"
259,"(0.8585365853658536, 0.8177339901477833)","[0.8392857142857143, 0.9038461538461539, 0.8901515151515151]"
260,"(0.7896995708154506, 0.735930735930736)","[0.7068965517241379, 0.8541666666666666, 0.82]"
261,"(0.7274725274725276, 0.6519823788546256)","[0.5822784810126582, 0.8734177215189873, 0.7940161104718065]"
262,"(0.7549194991055457, 0.6858168761220826)","[0.6558441558441559, 0.8347107438016529, 0.7915360501567398]"
263,"(0.8785942492012779, 0.8397435897435899)","[0.7619047619047619, 0.9824561403508771, 0.9286898839137646]"
264,"(0.7310924369747899, 0.6694915254237288)","[0.75, 0.7868852459016393, 0.7792207792207791]"
265,"(0.6203208556149734, 0.518918918918919)","[0.5416666666666666, 0.7027027027027027, 0.663265306122449]"
266,"(0.6694214876033057, 0.6)","[0.6721311475409836, 0.8541666666666666, 0.8102766798418972]"
267,"(0.8162162162162163, 0.7663043478260869)","[0.8555555555555555, 0.8651685393258427, 0.8632286995515694]"
268,"(0.7114624505928853, 0.6294820717131474)","[0.6379310344827587, 0.8222222222222222, 0.7773109243697479]"
269,"(0.7934782608695652, 0.7362637362637362)","[0.7209302325581395, 0.8857142857142857, 0.8469945355191256]"
270,"(0.7339130434782609, 0.6492146596858638)","[0.6209677419354839, 0.8850574712643678, 0.815677966101695]"
271,"(0.8216216216216216, 0.7868852459016394)","[0.7857142857142857, 0.868421052631579, 0.8505154639175257]"
272,"(0.8539325842696629, 0.8075471698113208)","[0.8695652173913043, 0.9230769230769231, 0.9118541033434651]"
273,"(0.9735449735449735, 0.9518716577540107)","[0.96, 1.0, 0.9917355371900827]"
274,"(0.9007470651013874, 0.8663101604278076)","[0.9019607843137255, 0.8789808917197452, 0.88348271446863]"
275,"(0.7106017191977076, 0.6397694524495678)","[0.5824175824175825, 0.8153846153846154, 0.7549857549857549]"
276,"(0.8660714285714286, 0.8288288288288288)","[0.7777777777777778, 0.8936170212765957, 0.8677685950413222]"
277,"(0.7931034482758622, 0.7565217391304347)","[0.7727272727272727, 0.7906976744186046, 0.787037037037037]"
278,"(0.8070175438596491, 0.7588235294117648)","[0.7283950617283951, 0.8805970149253731, 0.8452722063037249]"
279,"(0.7686832740213523, 0.703923900118906)","[0.6457142857142857, 0.8828125, 0.8224163027656478]"
280,"(0.48181818181818176, 0.4311926605504587)","[0.4603174603174603, 0.7435897435897436, 0.6621004566210046]"
281,"(0.8183716075156576, 0.7463312368972747)","[0.7227722772277227, 0.8390804597701149, 0.8129175946547883]"
282,"(0.6893617021276597, 0.6437768240343349)","[0.6792452830188679, 0.8372093023255814, 0.7999999999999999]"
283,"(0.8105263157894737, 0.7394366197183099)","[0.7368421052631579, 0.9074074074074074, 0.8672566371681416]"
284,"(0.8230088495575221, 0.7857142857142858)","[0.8367346938775511, 0.8367346938775511, 0.8367346938775511]"
285,"(0.6418604651162791, 0.5915492957746479)","[0.6379310344827587, 0.7872340425531915, 0.7520325203252033]"
286,"(0.856140350877193, 0.8127208480565371)","[0.8529411764705882, 0.90625, 0.8950617283950616]"
287,"(0.8926553672316383, 0.8465909090909092)","[0.8734177215189873, 0.92, 0.9102902374670185]"
288,"(0.8563049853372434, 0.7905604719764011)","[0.8271604938271605, 0.9054054054054054, 0.8885941644562333]"
289,"(0.5894736842105263, 0.4893617021276596)","[0.4626865671641791, 0.6739130434782609, 0.6175298804780877]"
290,"(0.6109510086455332, 0.56231884057971)","[0.5096153846153846, 0.828125, 0.736111111111111]"
291,"(0.8757763975155279, 0.83125)","[0.8536585365853658, 0.8974358974358975, 0.8883248730964468]"
292,"(0.8083333333333333, 0.7647058823529412)","[0.8, 0.9166666666666666, 0.8906882591093116]"
293,"(0.8604118993135011, 0.8137931034482759)","[0.7394957983193278, 0.9777777777777777, 0.918580375782881]"
294,"(0.6116504854368933, 0.5294117647058822)","[0.5740740740740741, 0.7209302325581395, 0.6858407079646017]"
295,"(0.856140350877193, 0.8056537102473499)","[0.8, 0.9454545454545454, 0.9122807017543859]"
296,"(0.6796116504854369, 0.6449511400651465)","[0.5104166666666666, 1.0, 0.8390410958904109]"
297,"(0.824, 0.7822580645161291)","[0.8852459016393442, 0.84375, 0.8517350157728706]"
298,"(0.6465517241379312, 0.5478260869565218)","[0.5245901639344263, 0.6666666666666666, 0.632411067193676]"
299,"(0.7184466019417477, 0.6705653021442496)","[0.610062893081761, 0.8818181818181818, 0.8096828046744575]"
300,"(0.7272727272727273, 0.6886446886446886)","[0.6818181818181818, 0.8695652173913043, 0.8241758241758241]"
301,"(0.7362637362637362, 0.6888888888888889)","[0.6744186046511628, 0.7435897435897436, 0.728643216080402]"
302,"(0.8986784140969163, 0.8539823008849559)","[0.83, 0.9222222222222223, 0.9021739130434783]"
303,"(0.6396761133603238, 0.5551020408163265)","[0.5573770491803278, 0.8095238095238095, 0.7423580786026202]"
304,"(0.6984615384615385, 0.6172839506172839)","[0.5769230769230769, 0.7627118644067796, 0.7165605095541401]"
305,"(0.8069565217391305, 0.7469458987783595)","[0.7323943661971831, 0.896551724137931, 0.8580858085808581]"
306,"(0.5382059800664452, 0.38795986622073575)","[0.4794520547945205, 0.5737704918032787, 0.5520504731861199]"
307,"(0.7906976744186045, 0.7511737089201878)","[0.7368421052631579, 0.875, 0.8433734939759037]"
308,"(0.5925925925925926, 0.5347593582887701)","[0.4918032786885246, 0.6818181818181818, 0.6329113924050633]"
309,"(0.7745664739884391, 0.7134502923976609)","[0.6739130434782609, 0.8378378378378378, 0.7989690721649484]"
310,"(0.7757255936675461, 0.7161803713527851)","[0.696969696969697, 0.92, 0.8646616541353385]"
311,"(0.5529411764705882, 0.47928994082840237)","[0.40540540540540543, 0.7894736842105263, 0.6637168141592921]"
312,"(0.8582677165354331, 0.8095238095238095)","[0.8448275862068966, 0.9423076923076923, 0.9210526315789475]"
313,"(0.7366375121477162, 0.6660175267770204)","[0.6612903225806451, 0.8324873096446701, 0.7915057915057916]"
314,"(0.9142857142857141, 0.8817891373801917)","[0.8767123287671232, 0.9846153846153847, 0.960960960960961]"
315,"(0.7084233261339093, 0.6117136659436008)","[0.6159420289855072, 0.8095238095238095, 0.7616487455197133]"
316,"(0.5810055865921787, 0.5084745762711865)","[0.5636363636363636, 0.6458333333333334, 0.6275303643724697]"
317,"(0.7852760736196318, 0.7329192546583851)","[0.7692307692307693, 0.8108108108108109, 0.8021390374331551]"
318,"(0.7657142857142858, 0.7126436781609194)","[0.6170212765957447, 0.9508196721311475, 0.8579881656804733]"
319,"(0.7586206896551724, 0.6965174129353233)","[0.76, 0.8260869565217391, 0.811965811965812]"
320,"(0.6594827586206896, 0.6190476190476191)","[0.5433070866141733, 0.9324324324324325, 0.8156028368794327]"
321,"(0.8614232209737828, 0.8)","[0.723404255319149, 0.85, 0.8212560386473429]"
322,"(0.7104722792607803, 0.6268041237113402)","[0.6198347107438017, 0.75, 0.7197696737044146]"
323,"(0.7821782178217823, 0.75)","[0.6779661016949152, 0.8888888888888888, 0.8368200836820083]"
324,"(0.8051948051948052, 0.7304347826086957)","[0.6818181818181818, 0.8333333333333334, 0.7978723404255319]"
325,"(0.6646341463414633, 0.5749235474006117)","[0.524390243902439, 0.7747747747747747, 0.707236842105263]"
326,"(0.7189542483660131, 0.6710526315789475)","[0.6506024096385542, 0.8571428571428571, 0.8059701492537312]"
327,"(0.8150470219435738, 0.7697160883280757)","[0.7702702702702703, 0.9344262295081968, 0.8962264150943395]"
328,"(0.608, 0.5161290322580645)","[0.4931506849315068, 0.6206896551724138, 0.5901639344262296]"
329,"(0.8348623853211009, 0.7962962962962963)","[0.8135593220338984, 0.96, 0.9266409266409266]"
330,"(0.6818181818181819, 0.6091954022988506)","[0.6938775510204082, 0.7083333333333334, 0.7053941908713692]"
331,"(0.5917159763313609, 0.5149700598802395)","[0.58, 0.7073170731707317, 0.677570093457944]"
332,"(0.8156028368794326, 0.7785714285714286)","[0.7575757575757576, 0.819672131147541, 0.8064516129032259]"
333,"(0.6964285714285714, 0.5495495495495495)","[0.6607142857142857, 0.6491228070175439, 0.6514084507042253]"
334,"(0.7439353099730459, 0.6883468834688348)","[0.6116504854368932, 0.9402985074626866, 0.849056603773585]"
335,"(0.7747252747252749, 0.701657458563536)","[0.6813186813186813, 0.8732394366197183, 0.8266666666666667]"
336,"(0.6292134831460674, 0.5433962264150944)","[0.547945205479452, 0.7272727272727273, 0.68259385665529]"
337,"(0.6133333333333333, 0.5503355704697985)","[0.45348837209302323, 0.975, 0.7926829268292683]"
338,"(0.7918367346938776, 0.7572016460905351)","[0.671875, 0.8958333333333334, 0.83984375]"
339,"(0.8424908424908425, 0.8118081180811808)","[0.8170731707317073, 0.9852941176470589, 0.9463276836158192]"
340,"(0.823529411764706, 0.7783783783783783)","[0.7555555555555555, 0.85, 0.8292682926829268]"
341,"(0.6991869918699186, 0.6393442622950819)","[0.6666666666666666, 0.7692307692307693, 0.7462686567164178]"
342,"(0.7282608695652174, 0.6483516483516483)","[0.6111111111111112, 0.9166666666666666, 0.8333333333333334]"
343,"(0.8369565217391305, 0.7912087912087913)","[0.7916666666666666, 0.9047619047619048, 0.8796296296296297]"
344,"(0.8110599078341014, 0.7534883720930233)","[0.7777777777777778, 0.8936170212765957, 0.8677685950413222]"
345,"(0.8928571428571428, 0.8263473053892217)","[0.75, 0.9523809523809523, 0.9036144578313252]"
346,"(0.7325581395348837, 0.6432748538011696)","[0.6222222222222222, 0.8, 0.7567567567567568]"
347,"(0.680672268907563, 0.5932203389830508)","[0.5454545454545454, 0.8372093023255814, 0.7563025210084034]"
348,"(0.8055555555555556, 0.7342657342657343)","[0.704225352112676, 0.8333333333333334, 0.8038585209003215]"
349,"(0.7564766839378237, 0.7120418848167539)","[0.6730769230769231, 0.7446808510638298, 0.7291666666666666]"
350,"(0.9047619047619048, 0.8493150684931507)","[0.9152542372881356, 1.0, 0.9818181818181818]"
351,"(0.7560521415270018, 0.6878504672897197)","[0.6581196581196581, 0.8369565217391305, 0.7938144329896908]"
352,"(0.816981805208705, 0.7447340235630133)","[0.7113207547169811, 0.9195121951219513, 0.8686635944700462]"
353,"(0.7442622950819674, 0.6546052631578948)","[0.5974842767295597, 0.7983193277310925, 0.7480314960629922]"
354,"(0.9259962049335864, 0.8876190476190476)","[0.9369369369369369, 0.9369369369369369, 0.9369369369369369]"
355,"(0.8609271523178809, 0.811529933481153)","[0.8461538461538461, 0.8888888888888888, 0.88]"
356,"(0.9893617021276596, 0.9501779359430605)","[0.983739837398374, 1.0, 0.9967051070840197]"
357,"(0.6728538283062645, 0.5827505827505828)","[0.6741573033707865, 0.6896551724137931, 0.6864988558352403]"
358,"(0.5654450261780105, 0.4867724867724868)","[0.35714285714285715, 0.9259259259259259, 0.702247191011236]"
359,"(0.6762589928057554, 0.5942028985507246)","[0.6190476190476191, 0.6190476190476191, 0.6190476190476191]"
360,"(0.5492957746478874, 0.4326241134751773)","[0.4125, 0.6, 0.55]"
361,"(0.7549668874172186, 0.6666666666666667)","[0.7285714285714285, 0.8360655737704918, 0.8121019108280255]"
362,"(0.6958333333333333, 0.6443514644351465)","[0.49137931034482757, 0.890625, 0.7661290322580645]"
363,"(0.5294117647058824, 0.4491525423728813)","[0.41025641025641024, 0.7441860465116279, 0.64]"
364,"(0.9767441860465117, 0.9483568075117371)","[1.0, 1.0, 1.0]"
365,"(0.8673139158576051, 0.8273615635179152)","[0.7974683544303798, 0.9264705882352942, 0.8974358974358975]"
366,"(0.7224199288256228, 0.6535714285714286)","[0.6459627329192547, 0.8455284552845529, 0.796324655436447]"
367,"(0.9181818181818181, 0.8952164009111617)","[0.8023255813953488, 0.9324324324324325, 0.9031413612565447]"
368,"(0.6415929203539822, 0.5422222222222223)","[0.4701492537313433, 0.7590361445783133, 0.6759656652360514]"
369,"(0.7249999999999999, 0.6722689075630253)","[0.6818181818181818, 0.8035714285714286, 0.7758620689655173]"
370,"(0.7136563876651982, 0.6755555555555557)","[0.6521739130434783, 0.9, 0.8364312267657993]"
371,"(0.8516746411483254, 0.8000000000000002)","[0.8120805369127517, 0.9029850746268657, 0.8832116788321167]"
372,"(0.728110599078341, 0.6527777777777777)","[0.672566371681416, 0.8085106382978723, 0.7770961145194274]"
373,"(0.5, 0.37815126050420167)","[0.38028169014084506, 0.574468085106383, 0.5212355212355213]"
374,"(0.8295687885010267, 0.7835051546391754)","[0.7433628318584071, 0.8842105263157894, 0.8519269776876268]"
375,"(0.7912772585669782, 0.7523510971786833)","[0.6575342465753424, 0.8421052631578947, 0.7973421926910299]"
376,"(0.7675276752767527, 0.7063197026022305)","[0.6933333333333334, 0.8666666666666667, 0.8253968253968255]"
377,"(0.6170212765957447, 0.5668449197860962)","[0.46875, 0.8035714285714286, 0.703125]"
378,"(0.5274725274725275, 0.4444444444444445)","[0.48214285714285715, 0.627906976744186, 0.5921052631578947]"
379,"(0.9748743718592965, 0.9441624365482234)","[0.9607843137254902, 1.0, 0.991902834008097]"
380,"(0.7703703703703704, 0.7014925373134328)","[0.609375, 0.7959183673469388, 0.75]"
381,"(0.7342995169082126, 0.6926829268292684)","[0.639344262295082, 0.9285714285714286, 0.8515283842794761]"
382,"(0.577319587628866, 0.4270833333333333)","[0.5263157894736842, 0.6382978723404256, 0.6122448979591836]"
383,"(0.6065573770491803, 0.5494505494505495)","[0.48214285714285715, 0.9152542372881356, 0.7758620689655172]"
384,"(0.8030303030303031, 0.7709923664122138)","[0.6911764705882353, 0.8545454545454545, 0.8159722222222222]"
385,"(0.7818696883852692, 0.735042735042735)","[0.7126436781609196, 0.9538461538461539, 0.8933717579250721]"
